,Iteration,Time,Fitness,Temperature,max_iters
143,143,0.047473144999997885,0.0,1,512
144,144,0.04751287599998477,0.0,1,512
145,145,0.047553180999983624,0.0,1,512
146,146,0.04759314300000028,0.0,1,512
147,147,0.04763370899999586,0.0,1,512
148,148,0.04767381499999601,0.0,1,512
149,149,0.047715214999982436,0.0,1,512
150,150,0.04775559099999782,0.0,1,512
151,151,0.04779551900000456,0.0,1,512
152,152,0.04783563699999149,0.0,1,512
153,153,0.04787548299998434,0.0,1,512
154,154,0.047915596999985155,0.0,1,512
155,155,0.047955997000002526,0.0,1,512
156,156,0.047996335999982875,0.0,1,512
157,157,0.04803673699998967,0.0,1,512
158,158,0.04807699299999513,0.0,1,512
159,159,0.04811810399999672,0.0,1,512
160,160,0.04815916300000822,0.0,1,512
161,161,0.048199812000007114,0.0,1,512
162,162,0.048240375000006,0.0,1,512
163,163,0.048280814999998256,0.0,1,512
164,164,0.048322187999986,0.0,1,512
165,165,0.04836297899998954,0.0,1,512
166,166,0.04840394499998979,0.0,1,512
167,167,0.048445039000000634,0.0,1,512
168,168,0.04848604800000089,0.0,1,512
169,169,0.048527382999992597,0.0,1,512
170,170,0.04856859699998495,0.0,1,512
171,171,0.048609710999983236,0.0,1,512
172,172,0.048651172999996106,0.0,1,512
173,173,0.048692456999987144,0.0,1,512
174,174,0.04873644099998842,0.0,1,512
175,175,0.048778870999996116,0.0,1,512
176,176,0.04882086699998922,0.0,1,512
177,177,0.048862136999986205,0.0,1,512
178,178,0.04890287199998511,0.0,1,512
179,179,0.04894393899999727,0.0,1,512
180,180,0.048985090000002174,0.0,1,512
181,181,0.049026491000006445,0.0,1,512
182,182,0.04906759099998226,0.0,1,512
183,183,0.049108840000002374,0.0,1,512
184,184,0.04914998199998877,0.0,1,512
185,185,0.04919146099999239,0.0,1,512
186,186,0.04923269299999333,0.0,1,512
187,187,0.04927430899999763,0.0,1,512
188,188,0.04931559700000321,0.0,1,512
189,189,0.04935694499999954,0.0,1,512
190,190,0.049398916000001236,0.0,1,512
191,191,0.049440455999985033,0.0,1,512
192,192,0.04948205499999858,0.0,1,512
193,193,0.04952382299998703,0.0,1,512
194,194,0.04956541999999331,0.0,1,512
195,195,0.049606966999988344,0.0,1,512
196,196,0.04964843400000518,0.0,1,512
197,197,0.049689736000004814,0.0,1,512
198,198,0.04973121099999389,0.0,1,512
199,199,0.049772730999990245,0.0,1,512
200,200,0.04981407799999715,0.0,1,512
201,201,0.04985562100000607,0.0,1,512
202,202,0.04989871099999732,0.0,1,512
203,203,0.04994107299998518,0.0,1,512
204,204,0.04998306999999613,0.0,1,512
205,205,0.050025046000001794,0.0,1,512
206,206,0.05006711900000482,0.0,1,512
207,207,0.050109056999986024,0.0,1,512
208,208,0.050151327000008905,0.0,1,512
209,209,0.05019373700000074,0.0,1,512
210,210,0.05023667000000387,0.0,1,512
211,211,0.05027967000000899,0.0,1,512
212,212,0.05032262399998899,0.0,1,512
213,213,0.050365444999982856,0.0,1,512
214,214,0.05040814500000579,0.0,1,512
215,215,0.050467120000007526,0.0,1,512
216,216,0.050509411000007276,0.0,1,512
217,217,0.05055094599998711,0.0,1,512
218,218,0.050592907999998715,0.0,1,512
219,219,0.05063484799998719,0.0,1,512
220,220,0.05067630299998882,0.0,1,512
221,221,0.050718205000009675,0.0,1,512
222,222,0.0507599110000001,0.0,1,512
223,223,0.05080194799998594,0.0,1,512
224,224,0.05084402200000682,0.0,1,512
225,225,0.05088668100000859,0.0,1,512
226,226,0.05092839099998514,0.0,1,512
227,227,0.0509704920000047,0.0,1,512
228,228,0.05101257199999054,0.0,1,512
229,229,0.051054921000002196,0.0,1,512
230,230,0.0510972229999993,0.0,1,512
231,231,0.05113918699998976,0.0,1,512
232,232,0.051181382999999414,0.0,1,512
233,233,0.051223907000007785,0.0,1,512
234,234,0.05126771400000507,0.0,1,512
235,235,0.051310233000009475,0.0,1,512
236,236,0.05135222199999134,0.0,1,512
237,237,0.051394428999998354,0.0,1,512
238,238,0.05143682199999944,0.0,1,512
239,239,0.05147870400000443,0.0,1,512
240,240,0.05152129300000752,0.0,1,512
241,241,0.0515638269999954,0.0,1,512
242,242,0.05160671799998795,0.0,1,512
243,243,0.05164969999998448,0.0,1,512
244,244,0.051692183000000114,0.0,1,512
245,245,0.05173429900000315,0.0,1,512
246,246,0.05177659099999232,0.0,1,512
247,247,0.0518188949999967,0.0,1,512
248,248,0.05186133300000506,0.0,1,512
249,249,0.05190324599999485,0.0,1,512
250,250,0.0519455399999913,0.0,1,512
251,251,0.051987967999991724,0.0,1,512
252,252,0.052030919999992875,0.0,1,512
253,253,0.05207395499999734,0.0,1,512
254,254,0.05211663000000044,0.0,1,512
255,255,0.052159572999983084,0.0,1,512
256,256,0.052202335999993466,0.0,1,512
257,257,0.058151837999986355,0.0,1,512
258,258,0.058213193000000274,0.0,1,512
259,259,0.05826328800000624,0.0,1,512
260,260,0.05831006700000785,0.0,1,512
261,261,0.05835539699998549,0.0,1,512
262,262,0.05839993099999674,0.0,1,512
263,263,0.05844447699999478,0.0,1,512
264,264,0.0584894939999856,0.0,1,512
265,265,0.058533788000005416,0.0,1,512
266,266,0.05857847199999355,0.0,1,512
267,267,0.05862328500001013,0.0,1,512
268,268,0.058668022000006204,0.0,1,512
269,269,0.05871262899998442,0.0,1,512
270,270,0.05875882099999785,0.0,1,512
271,271,0.058803152999985286,0.0,1,512
272,272,0.05884779900000581,0.0,1,512
273,273,0.05889242699998931,0.0,1,512
274,274,0.05893705799999793,0.0,1,512
275,275,0.05898179499999401,0.0,1,512
276,276,0.05902666699998349,0.0,1,512
277,277,0.059071913999986236,0.0,1,512
278,278,0.05911712599998964,0.0,1,512
279,279,0.05916138999998566,0.0,1,512
280,280,0.059206399999993664,0.0,1,512
281,281,0.05925078600000688,0.0,1,512
282,282,0.05929548299999965,0.0,1,512
283,283,0.059340099999985796,0.0,1,512
284,284,0.05938463399999705,0.0,1,512
285,285,0.05942873399999371,0.0,1,512
286,286,0.05947271099998375,0.0,1,512
287,287,0.05951695600001017,0.0,1,512
288,288,0.059561408999996956,0.0,1,512
289,289,0.059605755000006866,0.0,1,512
290,290,0.059650484999991704,0.0,1,512
291,291,0.059695220999998355,0.0,1,512
292,292,0.059739841999999044,0.0,1,512
293,293,0.05978457300000173,0.0,1,512
294,294,0.05982877799999642,0.0,1,512
295,295,0.05987361699999383,0.0,1,512
296,296,0.059917847999997775,0.0,1,512
297,297,0.0599625709999998,0.0,1,512
298,298,0.06000672999999779,0.0,1,512
299,299,0.06005187899998532,0.0,1,512
300,300,0.060097268999982134,0.0,1,512
301,301,0.060141851999986784,0.0,1,512
302,302,0.06018700699999613,0.0,1,512
303,303,0.060232315000007475,0.0,1,512
304,304,0.060277095000003555,0.0,1,512
305,305,0.06032168499999102,0.0,1,512
306,306,0.06036650100000429,0.0,1,512
307,307,0.0604117409999958,0.0,1,512
308,308,0.060456584999997176,0.0,1,512
309,309,0.06050219700000525,0.0,1,512
310,310,0.060548974999989014,0.0,1,512
311,311,0.06059418800001026,0.0,1,512
312,312,0.06063896999998519,0.0,1,512
313,313,0.060684089999995194,0.0,1,512
314,314,0.060729250000008506,0.0,1,512
315,315,0.060774130999988074,0.0,1,512
316,316,0.06082002400000874,0.0,1,512
317,317,0.06086542099998837,0.0,1,512
318,318,0.06091082099999312,0.0,1,512
319,319,0.06095611999998596,0.0,1,512
320,320,0.061001427999997304,0.0,1,512
321,321,0.06104734799998823,0.0,1,512
322,322,0.061094128000007686,0.0,1,512
323,323,0.06114010799998937,0.0,1,512
324,324,0.061186157000008734,0.0,1,512
325,325,0.06123187800000096,0.0,1,512
326,326,0.061277622999995174,0.0,1,512
327,327,0.061323358000009875,0.0,1,512
328,328,0.06136974199998235,0.0,1,512
329,329,0.06141689000000383,0.0,1,512
330,330,0.061463040000006686,0.0,1,512
331,331,0.0615091219999897,0.0,1,512
332,332,0.061555166999994526,0.0,1,512
333,333,0.061601058000007924,0.0,1,512
334,334,0.061647692999997616,0.0,1,512
335,335,0.06169408499999918,0.0,1,512
336,336,0.061741014999995514,0.0,1,512
337,337,0.061787519999995766,0.0,1,512
338,338,0.06183377099998211,0.0,1,512
339,339,0.06188000500000612,0.0,1,512
340,340,0.0619265720000044,0.0,1,512
341,341,0.06197285299998612,0.0,1,512
342,342,0.06201900499999624,0.0,1,512
343,343,0.06206502599999908,0.0,1,512
344,344,0.06211123500000326,0.0,1,512
345,345,0.062156982000004746,0.0,1,512
346,346,0.0622036860000037,0.0,1,512
347,347,0.062249995000001945,0.0,1,512
348,348,0.062296447999983684,0.0,1,512
349,349,0.06234306199999651,0.0,1,512
350,350,0.06238991999998689,0.0,1,512
351,351,0.062436429999991105,0.0,1,512
352,352,0.062482735999992656,0.0,1,512
353,353,0.06252933400000416,0.0,1,512
354,354,0.06257654000000912,0.0,1,512
355,355,0.06262551699998653,0.0,1,512
356,356,0.06267820099998289,0.0,1,512
357,357,0.06272587600000179,0.0,1,512
358,358,0.06277303600001005,0.0,1,512
359,359,0.06281943199999773,0.0,1,512
360,360,0.0628659589999927,0.0,1,512
361,361,0.06291253599999891,0.0,1,512
362,362,0.0629594369999893,0.0,1,512
363,363,0.06300676800000815,0.0,1,512
364,364,0.06305356600000778,0.0,1,512
365,365,0.06310028199999351,0.0,1,512
366,366,0.06314747799999054,0.0,1,512
367,367,0.06319423499999743,0.0,1,512
368,368,0.06324078599999439,0.0,1,512
369,369,0.06328761299999996,0.0,1,512
370,370,0.06333470100000227,0.0,1,512
371,371,0.0633817719999854,0.0,1,512
372,372,0.06342881399999101,0.0,1,512
373,373,0.06347593600000323,0.0,1,512
374,374,0.06352292399998305,0.0,1,512
375,375,0.06356993200000716,0.0,1,512
376,376,0.06361698500001012,0.0,1,512
377,377,0.06366380599999388,0.0,1,512
378,378,0.06371093300001007,0.0,1,512
379,379,0.06375769699999978,0.0,1,512
380,380,0.06380479000000605,0.0,1,512
381,381,0.06385229699998263,0.0,1,512
382,382,0.06390003399999955,0.0,1,512
383,383,0.06394715799999062,0.0,1,512
384,384,0.06399511300000427,0.0,1,512
385,385,0.06404272099999275,0.0,1,512
386,386,0.06409030099999313,0.0,1,512
387,387,0.06413930700000492,0.0,1,512
388,388,0.06418694199999209,0.0,1,512
389,389,0.06423406400000431,0.0,1,512
390,390,0.06428186299999084,0.0,1,512
391,391,0.06432929900000772,0.0,1,512
392,392,0.06437698499999556,0.0,1,512
393,393,0.06442561299999738,0.0,1,512
394,394,0.0644734020000044,0.0,1,512
395,395,0.06452134700001011,0.0,1,512
396,396,0.0645699069999921,0.0,1,512
397,397,0.06461742599998388,0.0,1,512
398,398,0.06466521799998759,0.0,1,512
399,399,0.06471537699999885,0.0,1,512
400,400,0.0647638860000086,0.0,1,512
401,401,0.06481215400000906,0.0,1,512
402,402,0.0648606080000036,0.0,1,512
403,403,0.0649088039999981,0.0,1,512
404,404,0.06495684499998333,0.0,1,512
405,405,0.06500519099998314,0.0,1,512
406,406,0.06505512600000429,0.0,1,512
407,407,0.0651040260000002,0.0,1,512
408,408,0.06515230899998414,0.0,1,512
409,409,0.0652000259999852,0.0,1,512
410,410,0.06524823000000879,0.0,1,512
411,411,0.06529681300000334,0.0,1,512
412,412,0.06534474899999054,0.0,1,512
413,413,0.06539316399999962,0.0,1,512
414,414,0.0654418029999988,0.0,1,512
415,415,0.06549003300000322,0.0,1,512
416,416,0.06553810299999441,0.0,1,512
417,417,0.06558668099998499,0.0,1,512
418,418,0.06563527899999144,0.0,1,512
419,419,0.06568368699998928,0.0,1,512
420,420,0.06573213799998712,0.0,1,512
421,421,0.06578042900000014,0.0,1,512
422,422,0.0658289879999927,0.0,1,512
423,423,0.06587816699999394,0.0,1,512
424,424,0.06592685799998321,0.0,1,512
425,425,0.06597562700000026,0.0,1,512
426,426,0.06602484699999422,0.0,1,512
427,427,0.0660741069999915,0.0,1,512
428,428,0.06612322000000859,0.0,1,512
429,429,0.06617247299999462,0.0,1,512
430,430,0.0662214879999965,0.0,1,512
431,431,0.06627062999999112,0.0,1,512
432,432,0.06631993100000955,0.0,1,512
433,433,0.06636874200000875,0.0,1,512
434,434,0.06641771500000004,0.0,1,512
435,435,0.06646695199998476,0.0,1,512
436,436,0.0665157420000071,0.0,1,512
437,437,0.06656481699999972,0.0,1,512
438,438,0.06661422199999834,0.0,1,512
439,439,0.06666326600000616,0.0,1,512
440,440,0.06671261799999684,0.0,1,512
441,441,0.06676222100000473,0.0,1,512
442,442,0.06681520000000774,0.0,1,512
443,443,0.06686566199999788,0.0,1,512
444,444,0.06691505500000972,0.0,1,512
445,445,0.06696470200000704,0.0,1,512
446,446,0.06701425399998584,0.0,1,512
447,447,0.06706426400000964,0.0,1,512
448,448,0.06711358300000825,0.0,1,512
449,449,0.0671632099999897,0.0,1,512
450,450,0.06721325099999831,0.0,1,512
451,451,0.06726269099999627,0.0,1,512
452,452,0.06731207100000347,0.0,1,512
453,453,0.06736199400000942,0.0,1,512
454,454,0.06741127699999083,0.0,1,512
455,455,0.06746047100000396,0.0,1,512
456,456,0.06751041199999008,0.0,1,512
457,457,0.06755967099999793,0.0,1,512
458,458,0.06760918899999524,0.0,1,512
459,459,0.0676591339999959,0.0,1,512
460,460,0.06770919699999922,0.0,1,512
461,461,0.0677593810000019,0.0,1,512
462,462,0.06780942699998604,0.0,1,512
463,463,0.06786018200000399,0.0,1,512
464,464,0.06791064000000802,0.0,1,512
465,465,0.06796115000000214,0.0,1,512
466,466,0.0680117229999837,0.0,1,512
467,467,0.06806233399998973,0.0,1,512
468,468,0.06811275199999045,0.0,1,512
469,469,0.06816266100000234,0.0,1,512
470,470,0.0682130559999905,0.0,1,512
471,471,0.06826341400000047,0.0,1,512
472,472,0.06831338999998593,0.0,1,512
473,473,0.06836365199998795,0.0,1,512
474,474,0.06841422700000521,0.0,1,512
475,475,0.06846484700000133,0.0,1,512
476,476,0.06851519399998551,0.0,1,512
477,477,0.0685657269999922,0.0,1,512
478,478,0.06861570899999947,0.0,1,512
479,479,0.06866590999999289,0.0,1,512
480,480,0.06871623300000351,0.0,1,512
481,481,0.06876653599999827,0.0,1,512
482,482,0.06881822599999055,0.0,1,512
483,483,0.06886910599999396,0.0,1,512
484,484,0.0689197419999914,0.0,1,512
485,485,0.06897043099999678,0.0,1,512
486,486,0.06902121100000613,0.0,1,512
487,487,0.06907161399999495,0.0,1,512
488,488,0.0691226269999845,0.0,1,512
489,489,0.06917362999999455,0.0,1,512
490,490,0.06922455899999136,0.0,1,512
491,491,0.0692754369999875,0.0,1,512
492,492,0.06932671199999163,0.0,1,512
493,493,0.06937743399998908,0.0,1,512
494,494,0.06942817399999512,0.0,1,512
495,495,0.06947960299999068,0.0,1,512
496,496,0.06953067800000667,0.0,1,512
497,497,0.06958187099999691,0.0,1,512
498,498,0.06963346500000966,0.0,1,512
499,499,0.06968486200000257,0.0,1,512
500,500,0.0697357150000073,0.0,1,512
501,501,0.06978732299998569,0.0,1,512
502,502,0.06983865499998387,0.0,1,512
503,503,0.06989042800000789,0.0,1,512
504,504,0.06994182099998625,0.0,1,512
505,505,0.06999341099998446,0.0,1,512
506,506,0.07004455999998527,0.0,1,512
507,507,0.07009643300000334,0.0,1,512
508,508,0.07014787399998568,0.0,1,512
509,509,0.07019943899999248,0.0,1,512
510,510,0.07025168100000201,0.0,1,512
511,511,0.07030348000000686,0.0,1,512
512,512,0.07035432499998251,3.0,10,512
513,513,5.397199998924407e-05,2.0,10,512
514,514,0.00032151400000657304,4.0,10,512
515,515,0.00784501500001511,2.0,10,512
516,516,0.015017813000014257,4.0,10,512
517,517,0.01507109900001069,3.0,10,512
518,518,0.022443310999989308,3.0,10,512
519,519,0.022496197999998913,3.0,10,512
520,520,0.02254178699999443,2.0,10,512
521,521,0.02258455399999093,2.0,10,512
522,522,0.029326763000000255,3.0,10,512
523,523,0.0293797950000112,3.0,10,512
524,524,0.029420211000001473,3.0,10,512
525,525,0.02945743200001516,3.0,10,512
526,526,0.029493102000003546,3.0,10,512
527,527,0.02952527799999416,3.0,10,512
528,528,0.029560296999989077,3.0,10,512
529,529,0.029594925999987254,3.0,10,512
530,530,0.036057147999997596,2.0,10,512
531,531,0.0361090680000018,3.0,10,512
532,532,0.03614511500001072,2.0,10,512
533,533,0.03618587100001491,0.0,10,512
534,534,0.0362192489999984,2.0,10,512
535,535,0.03625074999999356,3.0,10,512
536,536,0.03628542600000628,3.0,10,512
537,537,0.03632074800000851,2.0,10,512
538,538,0.036351926000008916,4.0,10,512
539,539,0.036383938999989596,3.0,10,512
540,540,0.03641863100000364,3.0,10,512
541,541,0.03645067400000812,3.0,10,512
542,542,0.03648529399998779,2.0,10,512
543,543,0.03651997000000051,3.0,10,512
544,544,0.03655126399999631,2.0,10,512
545,545,0.036585640999987845,0.0,10,512
546,546,0.04325106100000653,3.0,10,512
547,547,0.04330137400000922,3.0,10,512
548,548,0.04334582199999204,3.0,10,512
549,549,0.0433840919999966,3.0,10,512
550,550,0.04342070100000228,3.0,10,512
551,551,0.04345647400000985,3.0,10,512
552,552,0.04349199200001408,3.0,10,512
553,553,0.04352735500000904,2.0,10,512
554,554,0.04356274099998814,3.0,10,512
555,555,0.043594869999992625,3.0,10,512
556,556,0.0436304350000114,3.0,10,512
557,557,0.04366544800001293,3.0,10,512
558,558,0.043701311000006626,2.0,10,512
559,559,0.04373656199999232,3.0,10,512
560,560,0.043772550999989335,2.0,10,512
561,561,0.04390992500000834,4.0,10,512
562,562,0.043968879999994215,3.0,10,512
563,563,0.04401399299999298,3.0,10,512
564,564,0.04405016399999795,6.0,10,512
565,565,0.0440885010000045,3.0,10,512
566,566,0.04412483900000552,3.0,10,512
567,567,0.04415672100000734,3.0,10,512
568,568,0.04419161800001348,4.0,10,512
569,569,0.0442269739999972,2.0,10,512
570,570,0.044262320999990834,4.0,10,512
571,571,0.04429423999999926,3.0,10,512
572,572,0.044329741000012746,3.0,10,512
573,573,0.04436189200001195,3.0,10,512
574,574,0.044397390000000314,4.0,10,512
575,575,0.04443250400001375,3.0,10,512
576,576,0.0444676740000034,4.0,10,512
577,577,0.04449956100000918,3.0,10,512
578,578,0.05194672900000796,3.0,10,512
579,579,0.052001407000005884,3.0,10,512
580,580,0.052043892999989794,2.0,10,512
581,581,0.05208332800000903,0.0,10,512
582,582,0.05211782599999992,0.0,10,512
583,583,0.052150756000003184,2.0,10,512
584,584,0.052183401000007734,3.0,10,512
585,585,0.052273826000003965,4.0,10,512
586,586,0.05233977800000389,6.0,10,512
587,587,0.05239135799999417,4.0,10,512
588,588,0.05244150100000411,4.0,10,512
589,589,0.05248763000000167,3.0,10,512
590,590,0.052524449000003415,3.0,10,512
591,591,0.0525675949999993,0.0,10,512
592,592,0.05260687800000596,0.0,10,512
593,593,0.05264043900001525,3.0,10,512
594,594,0.05267266000001314,3.0,10,512
595,595,0.05270892199999366,3.0,10,512
596,596,0.05275902500000029,2.0,10,512
597,597,0.05279546299999538,3.0,10,512
598,598,0.05282902499999409,3.0,10,512
599,599,0.05286902800000348,3.0,10,512
600,600,0.052905449999997245,3.0,10,512
601,601,0.05294158500001345,3.0,10,512
602,602,0.05297883800000136,3.0,10,512
603,603,0.05301557100000309,2.0,10,512
604,604,0.05304811100000961,4.0,10,512
605,605,0.05308175100000767,3.0,10,512
606,606,0.05311860399999091,3.0,10,512
607,607,0.05315282899999829,0.0,10,512
608,608,0.05318928400001255,2.0,10,512
609,609,0.05322372500000938,2.0,10,512
610,610,0.05326019599999654,4.0,10,512
611,611,0.05329302600000574,6.0,10,512
612,612,0.0533302800000115,4.0,10,512
613,613,0.05336658100000591,3.0,10,512
614,614,0.053400428999992755,3.0,10,512
615,615,0.05343388099998947,3.0,10,512
616,616,0.05347026999999116,4.0,10,512
617,617,0.053507389000003514,2.0,10,512
618,618,0.053544421999987435,3.0,10,512
619,619,0.05357807800001524,4.0,10,512
620,620,0.05361574700000915,3.0,10,512
621,621,0.05365344000000505,2.0,10,512
622,622,0.05368728100000908,3.0,10,512
623,623,0.05373568799998907,3.0,10,512
624,624,0.053773479999989604,2.0,10,512
625,625,0.05381166899999812,4.0,10,512
626,626,0.05384611499999892,4.0,10,512
627,627,0.053884014000004754,3.0,10,512
628,628,0.05392040000000975,4.0,10,512
629,629,0.05395622700001468,2.0,10,512
630,630,0.054028356999992866,0.0,10,512
631,631,0.05409174199999711,0.0,10,512
632,632,0.05414414099999476,2.0,10,512
633,633,0.05420903800001042,2.0,10,512
634,634,0.05425440900000922,3.0,10,512
635,635,0.05429245999999921,3.0,10,512
636,636,0.05433429699999692,6.0,10,512
637,637,0.05437579799999526,3.0,10,512
638,638,0.054417225000008784,3.0,10,512
639,639,0.0544545360000086,4.0,10,512
640,640,0.05449640899999508,2.0,10,512
641,641,0.05453775399999472,3.0,10,512
642,642,0.062306424000013294,4.0,10,512
643,643,0.06237238200000661,3.0,10,512
644,644,0.062419669000007616,3.0,10,512
645,645,0.06245861499999705,3.0,10,512
646,646,0.06249960400000987,3.0,10,512
647,647,0.0625350889999936,3.0,10,512
648,648,0.0625743820000082,3.0,10,512
649,649,0.06261330099999896,0.0,10,512
650,650,0.06265192899999761,0.0,10,512
651,651,0.06268695099998922,2.0,10,512
652,652,0.0627205639999886,4.0,10,512
653,653,0.06275874799999315,6.0,10,512
654,654,0.06279724600000236,4.0,10,512
655,655,0.06283553899999106,2.0,10,512
656,656,0.0628708000000131,3.0,10,512
657,657,0.06290566000001263,4.0,10,512
658,658,0.06294412400001193,3.0,10,512
659,659,0.06298362399999746,2.0,10,512
660,660,0.06301886500000364,4.0,10,512
661,661,0.06305432400000655,2.0,10,512
662,662,0.06309285800000453,0.0,10,512
663,663,0.06312803399998757,3.0,10,512
