,Iteration,Time,Fitness,use_fast_mimic,Population Size,Keep Percent,max_iters
230,230,1.3864360389999888,10.0,True,200,0.25,512
231,231,1.3921719139999595,10.0,True,200,0.25,512
232,232,1.3979973059999793,10.0,True,200,0.25,512
233,233,1.4037501529999759,10.0,True,200,0.25,512
234,234,1.4095755969999573,10.0,True,200,0.25,512
235,235,1.4151781269999901,10.0,True,200,0.25,512
236,236,1.420921557999975,10.0,True,200,0.25,512
237,237,1.426520891999985,10.0,True,200,0.25,512
238,238,1.4323615209999616,10.0,True,200,0.25,512
239,239,1.438057200000003,10.0,True,200,0.25,512
240,240,1.4438138140000092,10.0,True,200,0.25,512
241,241,1.4495171030000051,10.0,True,200,0.25,512
242,242,1.4555153839999662,10.0,True,200,0.25,512
243,243,1.4613426739999795,10.0,True,200,0.25,512
244,244,1.4669992940000043,10.0,True,200,0.25,512
245,245,1.4726892289999682,10.0,True,200,0.25,512
246,246,1.4784846850000122,10.0,True,200,0.25,512
247,247,1.4841785319999872,10.0,True,200,0.25,512
248,248,1.4901866509999877,10.0,True,200,0.25,512
249,249,1.496004260999996,10.0,True,200,0.25,512
250,250,1.5016429519999974,10.0,True,200,0.25,512
251,251,1.5073209949999864,10.0,True,200,0.25,512
252,252,1.5130847649999737,10.0,True,200,0.25,512
253,253,1.5188732889999983,10.0,True,200,0.25,512
254,254,1.5246032759999935,10.0,True,200,0.25,512
255,255,1.5303472159999956,10.0,True,200,0.25,512
256,256,1.536077739999996,10.0,True,200,0.25,512
257,257,1.5472736019999616,10.0,True,200,0.25,512
258,258,1.5530327319999628,10.0,True,200,0.25,512
259,259,1.5587143039999773,10.0,True,200,0.25,512
260,260,1.5645570990000124,10.0,True,200,0.25,512
261,261,1.5713710359999595,10.0,True,200,0.25,512
262,262,1.5773413530000084,10.0,True,200,0.25,512
263,263,1.5836862289999658,10.0,True,200,0.25,512
264,264,1.5897137160000057,10.0,True,200,0.25,512
265,265,1.595571403000008,10.0,True,200,0.25,512
266,266,1.6013574639999888,10.0,True,200,0.25,512
267,267,1.6070194499999957,10.0,True,200,0.25,512
268,268,1.6126533969999741,10.0,True,200,0.25,512
269,269,1.6192165049999971,10.0,True,200,0.25,512
270,270,1.6267158789999598,10.0,True,200,0.25,512
271,271,1.6334804960000042,10.0,True,200,0.25,512
272,272,1.6392670519999797,10.0,True,200,0.25,512
273,273,1.6450786169999674,10.0,True,200,0.25,512
274,274,1.6507095700000036,10.0,True,200,0.25,512
275,275,1.6564928469999813,10.0,True,200,0.25,512
276,276,1.66233609599999,10.0,True,200,0.25,512
277,277,1.668052371999977,10.0,True,200,0.25,512
278,278,1.6749695139999972,10.0,True,200,0.25,512
279,279,1.6815262789999679,10.0,True,200,0.25,512
280,280,1.687425802000007,10.0,True,200,0.25,512
281,281,1.693207129999962,10.0,True,200,0.25,512
282,282,1.6989358820000007,10.0,True,200,0.25,512
283,283,1.7046374489999607,10.0,True,200,0.25,512
284,284,1.710569654999972,10.0,True,200,0.25,512
285,285,1.7164217889999804,10.0,True,200,0.25,512
286,286,1.7223915209999632,10.0,True,200,0.25,512
287,287,1.7283332179999888,10.0,True,200,0.25,512
288,288,1.7341866979999736,10.0,True,200,0.25,512
289,289,1.7399804819999645,10.0,True,200,0.25,512
290,290,1.7457829479999987,10.0,True,200,0.25,512
291,291,1.751566519999983,10.0,True,200,0.25,512
292,292,1.7573098329999652,10.0,True,200,0.25,512
293,293,1.763043649999986,10.0,True,200,0.25,512
294,294,1.7688453220000042,10.0,True,200,0.25,512
295,295,1.774764288999961,10.0,True,200,0.25,512
296,296,1.7806568959999822,10.0,True,200,0.25,512
297,297,1.7865128249999884,10.0,True,200,0.25,512
298,298,1.7923072680000018,10.0,True,200,0.25,512
299,299,1.79798004700001,10.0,True,200,0.25,512
300,300,1.803606173999981,10.0,True,200,0.25,512
301,301,1.8093634129999714,10.0,True,200,0.25,512
302,302,1.8150660089999633,10.0,True,200,0.25,512
303,303,1.821423956999979,10.0,True,200,0.25,512
304,304,1.827482419999967,10.0,True,200,0.25,512
305,305,1.8333165319999694,10.0,True,200,0.25,512
306,306,1.8389981059999627,10.0,True,200,0.25,512
307,307,1.8447579959999985,10.0,True,200,0.25,512
308,308,1.850425228000006,10.0,True,200,0.25,512
309,309,1.8561572159999855,10.0,True,200,0.25,512
310,310,1.861956976999977,10.0,True,200,0.25,512
311,311,1.867809292000004,10.0,True,200,0.25,512
312,312,1.873987303999968,10.0,True,200,0.25,512
313,313,1.8800787019999916,10.0,True,200,0.25,512
314,314,1.8859237819999635,10.0,True,200,0.25,512
315,315,1.8917501130000005,10.0,True,200,0.25,512
316,316,1.8976840560000028,10.0,True,200,0.25,512
317,317,1.9033148369999822,10.0,True,200,0.25,512
318,318,1.9088713689999963,10.0,True,200,0.25,512
319,319,1.9145142159999864,10.0,True,200,0.25,512
320,320,1.9208294069999852,10.0,True,200,0.25,512
321,321,1.9266515099999992,10.0,True,200,0.25,512
322,322,1.9334511349999843,10.0,True,200,0.25,512
323,323,1.9391686429999595,10.0,True,200,0.25,512
324,324,1.9452142380000055,10.0,True,200,0.25,512
325,325,1.9511001969999597,10.0,True,200,0.25,512
326,326,1.956756089999999,10.0,True,200,0.25,512
327,327,1.962427909999974,10.0,True,200,0.25,512
328,328,1.9682812510000076,10.0,True,200,0.25,512
329,329,1.974466183000004,10.0,True,200,0.25,512
330,330,1.980436716999975,10.0,True,200,0.25,512
331,331,1.9861836459999722,10.0,True,200,0.25,512
332,332,1.9919023459999607,10.0,True,200,0.25,512
333,333,1.9975564399999826,10.0,True,200,0.25,512
334,334,2.0034606199999985,10.0,True,200,0.25,512
335,335,2.009204504999957,10.0,True,200,0.25,512
336,336,2.014976945000001,10.0,True,200,0.25,512
337,337,2.021766260999982,10.0,True,200,0.25,512
338,338,2.02773141199998,10.0,True,200,0.25,512
339,339,2.033824425999967,10.0,True,200,0.25,512
340,340,2.0395953629999894,10.0,True,200,0.25,512
341,341,2.04532616299997,10.0,True,200,0.25,512
342,342,2.0511019979999787,10.0,True,200,0.25,512
343,343,2.056854064999982,10.0,True,200,0.25,512
344,344,2.0625917300000083,10.0,True,200,0.25,512
345,345,2.0696117399999707,10.0,True,200,0.25,512
346,346,2.075658154999985,10.0,True,200,0.25,512
347,347,2.0821008119999647,10.0,True,200,0.25,512
348,348,2.0879019500000027,10.0,True,200,0.25,512
349,349,2.093525076999981,10.0,True,200,0.25,512
350,350,2.0995601760000113,10.0,True,200,0.25,512
351,351,2.105377579999981,10.0,True,200,0.25,512
352,352,2.111051742999962,10.0,True,200,0.25,512
353,353,2.1171075180000116,10.0,True,200,0.25,512
354,354,2.1238861389999784,10.0,True,200,0.25,512
355,355,2.1298011929999916,10.0,True,200,0.25,512
356,356,2.1357290099999773,10.0,True,200,0.25,512
357,357,2.141339615999982,10.0,True,200,0.25,512
358,358,2.146958402999985,10.0,True,200,0.25,512
359,359,2.152506116999973,10.0,True,200,0.25,512
360,360,2.1581348219999654,10.0,True,200,0.25,512
361,361,2.1637719599999627,10.0,True,200,0.25,512
362,362,2.170669092999958,10.0,True,200,0.25,512
363,363,2.1771832910000057,10.0,True,200,0.25,512
364,364,2.183296208999991,10.0,True,200,0.25,512
365,365,2.1891997019999963,10.0,True,200,0.25,512
366,366,2.195159887999978,10.0,True,200,0.25,512
367,367,2.2010283629999776,10.0,True,200,0.25,512
368,368,2.206901896999966,10.0,True,200,0.25,512
369,369,2.2127587879999737,10.0,True,200,0.25,512
370,370,2.218648881999968,10.0,True,200,0.25,512
371,371,2.2247677070000123,10.0,True,200,0.25,512
372,372,2.2308194450000087,10.0,True,200,0.25,512
373,373,2.236750059999963,10.0,True,200,0.25,512
374,374,2.2425767589999737,10.0,True,200,0.25,512
375,375,2.2484506559999886,10.0,True,200,0.25,512
376,376,2.2542824329999576,10.0,True,200,0.25,512
377,377,2.2601048589999664,10.0,True,200,0.25,512
378,378,2.2659292280000045,10.0,True,200,0.25,512
379,379,2.2719086529999686,10.0,True,200,0.25,512
380,380,2.277969544999962,10.0,True,200,0.25,512
381,381,2.2839993889999732,10.0,True,200,0.25,512
382,382,2.2898394359999656,10.0,True,200,0.25,512
383,383,2.2955945339999744,10.0,True,200,0.25,512
384,384,2.3012977170000113,10.0,True,200,0.25,512
385,385,2.3070176599999854,10.0,True,200,0.25,512
386,386,2.3127230069999882,10.0,True,200,0.25,512
387,387,2.319665568000005,10.0,True,200,0.25,512
388,388,2.3260385309999947,10.0,True,200,0.25,512
389,389,2.332283082999993,10.0,True,200,0.25,512
390,390,2.338157147000004,10.0,True,200,0.25,512
391,391,2.343991781999989,10.0,True,200,0.25,512
392,392,2.3497046879999743,10.0,True,200,0.25,512
393,393,2.3555484460000002,10.0,True,200,0.25,512
394,394,2.3613600809999866,10.0,True,200,0.25,512
395,395,2.367711638000003,10.0,True,200,0.25,512
396,396,2.3743373289999568,10.0,True,200,0.25,512
397,397,2.3807325440000113,10.0,True,200,0.25,512
398,398,2.3867498209999667,10.0,True,200,0.25,512
399,399,2.3929588350000017,10.0,True,200,0.25,512
400,400,2.399134435999997,10.0,True,200,0.25,512
401,401,2.4049532249999857,10.0,True,200,0.25,512
402,402,2.410814221999999,10.0,True,200,0.25,512
403,403,2.416545183999972,10.0,True,200,0.25,512
404,404,2.4224751790000028,10.0,True,200,0.25,512
405,405,2.428543568000009,10.0,True,200,0.25,512
406,406,2.4345296170000097,10.0,True,200,0.25,512
407,407,2.4403449399999886,10.0,True,200,0.25,512
408,408,2.4461948189999703,10.0,True,200,0.25,512
409,409,2.4520097809999584,10.0,True,200,0.25,512
410,410,2.458154150999974,10.0,True,200,0.25,512
411,411,2.463961014000006,10.0,True,200,0.25,512
412,412,2.469906970000011,10.0,True,200,0.25,512
413,413,2.4758379699999864,10.0,True,200,0.25,512
414,414,2.4817621519999875,10.0,True,200,0.25,512
415,415,2.4875946039999803,10.0,True,200,0.25,512
416,416,2.493465958999991,10.0,True,200,0.25,512
417,417,2.499308720999977,10.0,True,200,0.25,512
418,418,2.5051926829999616,10.0,True,200,0.25,512
419,419,2.5111285680000037,10.0,True,200,0.25,512
420,420,2.51693120799996,10.0,True,200,0.25,512
421,421,2.522819697999978,10.0,True,200,0.25,512
422,422,2.528766087000008,10.0,True,200,0.25,512
423,423,2.5346532019999586,10.0,True,200,0.25,512
424,424,2.540397731999974,10.0,True,200,0.25,512
425,425,2.5461752790000105,10.0,True,200,0.25,512
426,426,2.551904186999991,10.0,True,200,0.25,512
427,427,2.5576786759999663,10.0,True,200,0.25,512
428,428,2.5634327329999564,10.0,True,200,0.25,512
429,429,2.569382695999991,10.0,True,200,0.25,512
430,430,2.5754029299999956,10.0,True,200,0.25,512
431,431,2.5815293569999653,10.0,True,200,0.25,512
432,432,2.5881309320000128,10.0,True,200,0.25,512
433,433,2.594192157000009,10.0,True,200,0.25,512
434,434,2.6002508230000103,10.0,True,200,0.25,512
435,435,2.6060855640000113,10.0,True,200,0.25,512
436,436,2.6119791059999784,10.0,True,200,0.25,512
437,437,2.617933387999983,10.0,True,200,0.25,512
438,438,2.624094556999978,10.0,True,200,0.25,512
439,439,2.6307661280000048,10.0,True,200,0.25,512
440,440,2.636731637999958,10.0,True,200,0.25,512
441,441,2.642476203000001,10.0,True,200,0.25,512
442,442,2.64845950199998,10.0,True,200,0.25,512
443,443,2.654341632000012,10.0,True,200,0.25,512
444,444,2.660212006999984,10.0,True,200,0.25,512
445,445,2.6661794089999944,10.0,True,200,0.25,512
446,446,2.672176462999971,10.0,True,200,0.25,512
447,447,2.6791633230000116,10.0,True,200,0.25,512
448,448,2.6858897760000104,10.0,True,200,0.25,512
449,449,2.691912553999998,10.0,True,200,0.25,512
450,450,2.699980914999969,10.0,True,200,0.25,512
451,451,2.7059192629999984,10.0,True,200,0.25,512
452,452,2.711902995999992,10.0,True,200,0.25,512
453,453,2.7182015230000047,10.0,True,200,0.25,512
454,454,2.7241511749999745,10.0,True,200,0.25,512
455,455,2.7301110739999785,10.0,True,200,0.25,512
456,456,2.7362448679999716,10.0,True,200,0.25,512
457,457,2.7421898469999633,10.0,True,200,0.25,512
458,458,2.7482344329999933,10.0,True,200,0.25,512
459,459,2.7542094049999832,10.0,True,200,0.25,512
460,460,2.760201424999991,10.0,True,200,0.25,512
461,461,2.7661335399999984,10.0,True,200,0.25,512
462,462,2.772165235999978,10.0,True,200,0.25,512
463,463,2.7781859759999747,10.0,True,200,0.25,512
464,464,2.784222879999959,10.0,True,200,0.25,512
465,465,2.790106686999991,10.0,True,200,0.25,512
466,466,2.796070252999982,10.0,True,200,0.25,512
467,467,2.8019893349999734,10.0,True,200,0.25,512
468,468,2.807792037000013,10.0,True,200,0.25,512
469,469,2.813892040999974,10.0,True,200,0.25,512
470,470,2.8197904470000026,10.0,True,200,0.25,512
471,471,2.8257346080000048,10.0,True,200,0.25,512
472,472,2.831720479000012,10.0,True,200,0.25,512
473,473,2.8376570769999603,10.0,True,200,0.25,512
474,474,2.8436286609999684,10.0,True,200,0.25,512
475,475,2.84958590399998,10.0,True,200,0.25,512
476,476,2.855427676999966,10.0,True,200,0.25,512
477,477,2.8614180249999777,10.0,True,200,0.25,512
478,478,2.867525193000006,10.0,True,200,0.25,512
479,479,2.8735095909999586,10.0,True,200,0.25,512
480,480,2.8794757260000097,10.0,True,200,0.25,512
481,481,2.8855619629999865,10.0,True,200,0.25,512
482,482,2.8914595109999937,10.0,True,200,0.25,512
483,483,2.8974987839999926,10.0,True,200,0.25,512
484,484,2.903232664999962,10.0,True,200,0.25,512
485,485,2.9088870009999823,10.0,True,200,0.25,512
486,486,2.915139167999996,10.0,True,200,0.25,512
487,487,2.92090357699999,10.0,True,200,0.25,512
488,488,2.9267508439999688,10.0,True,200,0.25,512
489,489,2.932686119999971,10.0,True,200,0.25,512
490,490,2.938397672000008,10.0,True,200,0.25,512
491,491,2.9442299689999913,10.0,True,200,0.25,512
492,492,2.95013712399998,10.0,True,200,0.25,512
493,493,2.955799653999975,10.0,True,200,0.25,512
494,494,2.961661039999967,10.0,True,200,0.25,512
495,495,2.9675726899999972,10.0,True,200,0.25,512
496,496,2.973312056999987,10.0,True,200,0.25,512
497,497,2.979291327999988,10.0,True,200,0.25,512
498,498,2.985148623999976,10.0,True,200,0.25,512
499,499,2.990890976000003,10.0,True,200,0.25,512
500,500,2.996797141000002,10.0,True,200,0.25,512
501,501,3.0026716389999706,10.0,True,200,0.5,512
502,502,0.007964987000036672,10.0,True,200,0.5,512
503,503,0.014453128000013749,10.0,True,200,0.5,512
504,504,0.02765229400000635,10.0,True,200,0.5,512
505,505,0.040284687999985636,10.0,True,200,0.5,512
506,506,0.046048493999990114,10.0,True,200,0.5,512
507,507,0.059695049000026756,10.0,True,200,0.5,512
508,508,0.06582401200000731,10.0,True,200,0.5,512
509,509,0.07195725400003994,10.0,True,200,0.5,512
510,510,0.07770212700000911,10.0,True,200,0.5,512
511,511,0.0908221669999989,10.0,True,200,0.5,512
512,512,0.0966917260000173,10.0,True,200,0.5,512
513,513,0.10287746300002709,10.0,True,200,0.5,512
514,514,0.10902830399999175,10.0,True,200,0.5,512
515,515,0.11505552400001307,10.0,True,200,0.5,512
516,516,0.12109112400003141,10.0,True,200,0.5,512
517,517,0.12697368100003814,10.0,True,200,0.5,512
518,518,0.13281882000001133,10.0,True,200,0.5,512
519,519,0.14575694400002703,10.0,True,200,0.5,512
